정보원,일자,인용문
민주당_이낙연,2020-03-28,오늘부터 주말까지 당정 간 (긴급재난지원금 관련) 협의가 있을 것
민주당_이낙연,2020-03-27,"정부와 민주당이 검토해 합리적 제안은 수용하기를 바란다
문재인 대통령의 제안처럼, 여러나라의 이동제한 조치 가운데 기업활동에는 예외를 두고 세계경제위축을 극복해야 한다
해고된 것은 아니지만 일이 없어 출근하지 않는 사람들처럼 통계에 잡히기 어려운 사실상 실업 상태도 파악해 도와야 한다
소상공인, 자영업자 등을 위한 자금 지원 현장은 북새통
민주당은 자금 지원의 신속화를 위해 관련자들의 면책 범위를 확대하는 내용의 법안을 오늘 국회에 낸다. 담당 기관과 직원은 훨씬 더 적극적인 자세로 국민의 고통을 더는 데 동참해달라
오늘부터 주말까지 긴급재난지원금에 대한 당정간 협의가 있을 것
방향이 안 정해졌으니깐 협의를 하는 것"
민주당_이낙연,2020-03-25,"어제 문재인 대통령 주재 2차 비상경제회의에서 기업구호 긴급자금으로 100조원을 투입하기로 결정한 데 이어 정부는 오늘 고용유지지원금 확대계획을 발표한다
민생을 돕기 위해 4대보험료와 전기료 등 공과금의 유예 또는 면제조치도 곧 취하기로 했다
재난지원금을 포함한 대국민 직접지원 문제에 대해 당정이 주내에 긴밀하게 협의해 주시기 바란다"
민주당_이낙연,2020-03-25,"재난지원금을 포함한 대국민 직접지원 문제에 대해 당정이 주내에 긴밀히 협의해야 한다
국민의 건강과 생명을 지키기 위해 정부가 해외 입국자와 확진자를 엄정 관리해달라
정부와 지자체, 금융기관을 포함한 관련 기관은 신속한 실행을 막는 모든 요소를 과감히 제거하고, 가능한 조치는 지금부터라도 시행해달라
내주 3차 비상경제회의는 생계지원방안에 대해 일정한 결론을 내리게 된다
재난지원금을 포함한 대국민 직접지원 문제에 대해 당정이 주내에 긴밀히 협의해달라
기업들의 고용유지 및 자구 노력에는 정부의 지원과 보상도 따라야 할 것
반대로 위기를 틈타 부당하게 인원을 줄이는 기업에는 정부도 단호하게 대처해야겠지만 국민도 용납하지 않을 것
코로나19의 세계적 유행에 따라 정부는 해외여행 자제를 권고하고 입국 검역도 강화했지만 일부 입국자는 방역지침을 따르지 않는 일도 있다
국민의 건강과 생명을 지키기 위해 정부는 해외 입국자와 확진자를 엄정 관리해달라
국내 확진자 증가세가 완만해졌지만 안심할 수 없다
특히 4월 6일 개학이 예정대로 이뤄지도록 하기 위해서라도 사회적 거리두기를 포함해 오늘 정부가 발표할 안전생활지침을 모든 국민이 실천해달라"
민주당_이낙연,2020-03-25,"일부 지자체에서 재난 기본소득에 가까운 성격의 긴급지원정책을 펴고 있는데 바람직한 일
지난주 G20 의장국인 사우디아라비아 재무장관(모하메드 알 자딘)에게 G20 차원의 액션플랜 마련을 위한 이슈페이퍼(Issue Paper)를 작성해 서한으로 송부했다
의장국(사우디) 액션플랜 초안에 상당부분 반영되었고 실제 사우디 재무장관으로부터 액션플랜 제안에 대해 감사하다는 서한을 받았다
우리 대통령(문재인 대통령)께서 G20 긴급화상 정상회의를 제안해 주셨다
조만간 화상회의가 개최되기를 고대한다"
민주당_이낙연,2020-03-23,"재난으로 어려움을 겪는 국민의 생활을 돕고 시장 수요를 진작하도록 재난지원금을 한시적으로 지급하는 문제를 정부와 협의해 며칠 안에 방향을 잡겠다
이미 직원을 감축했거나 감축을 고려하는 기업이 늘고 있고, 흑자를 내던 우량기업들도 전방위적으로 압박을 받는다
민주당과 정부가 이 문제를 훨씬 더 책임 있게 조정해 국민과 야당 앞에 내놓겠다
정부는 국내외 경제 상황을 면밀히 점검하며 가장 절박한 문제에 집중해 대응해왔다
내일 대통령 주재 비상경제회의는 대담한 자금시장 안정화 대책을 공개할 것
주말에 약국 앞에서 마스크를 사려고 기다리는 사람들이 예전보다 줄었다. 일부 약국에서는 마스크가 오후까지 남아돌았다
마스크 수급은 안정돼 가는 것으로 보인다
약국의 피해에 대해서는 제도적으로 보답하겠다"
민주당_이낙연,2020-03-23,지자체 긴급지원 정책에 중앙정부의 보전이 필요하면 추경을 통해 도와줄 수 있다
민주당_이낙연,2020-03-19,"지자체가 하는 것이 중앙정부가 준비하는 데 필요한 시범 실시 과정의 의미도 있다
재난기본소득 도입 취지엔 공감한다"
민주당_이낙연,2020-03-19,지자체가 긴급 지원하고 중앙 정부의 보전이 필요하면 추후(2차) 추경을 통해 도와드릴 수 있는 것 아니냐는 발언이 정부 측에서도 나왔다
민주당_이낙연,2020-03-18,"일부 지자체에서 재난기본소득에 가까운 성격의 긴급지원정책을 펴고 있는데 바람직한 일
지자체가 하는 것이 중앙정부가 준비하는 데 필요한 시범 실시 과정의 의미도 있다
그런 점에서 지자체의 결단에 대해 저희는 환영하며 내일 대통령 주재 비상경제회의가 열리면 거기서 많은 논의가 이뤄지고 결정이 나오길 기대한다
시기는 논의하지 않았으나 2차 추경을 전제로 한 대화가 있었다
예를 들어 지자체가 긴급 지원하고 거기에 중앙정부의 보전이 필요하면 추후 추경을 통해 도와드릴 수 있는 것 아니냐는 발언이 정부 측에서도 나왔다
그렇게 빨리 본궤도에 편입될 수 있을까 싶다
일단 지자체들이 앞서서 진행하는 시범 실시 과정으로 평가하겠다. 그러나 어느 쪽도 가능성을 닫아두고 싶지는 않다"
민주당_이낙연,2020-03-18,"재난기본소득, 중앙정부가 준비하는데 필요한 시범실시 과정"
민주당_이낙연,2020-03-18,"일부 지자체에서 재난 기본소득에 가까운 성격의 긴급지원정책을 펴고 있는데 바람직한 일
(기본소득을) 지자체가 하는 것이 중앙정부가 준비하는데 필요한 시범 실시과정의 의미도 있다
그런 점에서 지자체의 결단에 대해 저희는 환영하며 내일 대통령 주재 비상경제회의가 열리면 거기서 많은 논의가 이뤄지고 결정이 나오길 기대한다
그렇게 빨리 본궤도에 편입될 수 있을까 싶다
일단 지자체들이 앞서서 진행하는 시범 실시 과정으로 평가하겠다. 그러나 어느 쪽도 가능성을 닫아두고 싶지는 않다
코로나19 상황이 급변했으나 추경에는 그것을 모두 반영하지 못했다
당과 정부는 신속히 추가대책에 돌입하고, 2차 추경도 검토해야 한다
(당정청 간에) 시기는 논의하지 않았으나 2차 추경을 전제로 한 대화가 있었다
예를 들어 (코로나 대응을 위해서) 지자체가 긴급 지원하고 거기에 중앙 정부의 보전이 필요하면 추후 추경을 통해 도와드릴 수 있는 것 아니냐는 발언이 정부 측에서도 나왔다"
민주당_이낙연,2020-03-18,"시기를 논의하지 않았지만 2차 추경을 전제로 하는 대화들이 있었다
예를 들어 지자체가 긴급히 지원하고, 중앙정부의 보전이 필요하다면 추후 추경을 통해 도와드릴 수 있는 것이 아닌가 하는 발언이 정부 측으로부터도 나왔다
지자체가 (재난기본소득 정책을) 하는 것이 중앙정부가 준비하는데 필요한 시범 실시과정의 의미도 있다
그런 점에서 지자체의 결단에 대해 저희는 환영하며 내일 대통령 주재 비상경제회의가 열리면 거기서 많은 논의가 이뤄지고 결정이 나오길 기대한다
그렇게 빨리 본궤도에 편입될 수 있을까 싶다
일단 지자체들이 앞서서 진행하는 시범 실시 과정으로 평가하겠다. 그러나 어느 쪽도 가능성을 닫아두고 싶지는 않다
이번 추경의 성패는 소상공인 및 자영업자에 대한 지원이 얼마나 신속 이뤄질 것인가에 있다
금융위원장의 현장 점검에 따르면 보증 심사가 누적됐는데, 이 보증심사 지체는 신용보증기금 기술보증기금의 문제
신보든 기보든 지자체 소속으로, 지원업무의 병목이 되는 보증심사를 단축하기 위해 지자체장의 결단이 절실하다
지자체장께서 오늘이라도 소속 신보 기보에 방문해서 문제가 어디에 있는지 지체를 해소하려면 어떻게 해야 하는지를 결단해 달라
정부에 세금, 대출 상환, 교통벌칙 및 기타 범칙금 등 민생에 부담금을 주는 것을 유예 완화해줄 것을 다시 전달했고 정부도 긍정 검토하기로 했다
이 또한 많은 업무가 지자체 소속으로 이 문제도 지자체장이 결단해달라
민주당 소속 지자체장 회의를 소집해서 지자체장의 협조를 요청할 생각
지자체가 그런 방식을 통해 지원하거나 부담이 생기면 다음 추경으로 보전해드리는 방안도 검토할 것
코로나19 상황이 급변했으나 추경에는 그것을 모두 반영하지 못했다
당과 정부는 신속히 추가대책에 돌입하고, 2차 추경도 검토해야 한다"
민주당_이낙연,2020-03-11,"추경의 증액과 지원사업의 신설 또는 조정이 이뤄질 것
대구 경북을 비롯한 곳곳의 소상공인 자영업자 지원 확대와 교통항공여행업, 교육문화서비스분야 자금 애로 완화 등 특단의 대책을 정부에 촉구한 바 있고 정부는 그에 대해 내주 안에 대책을 발표하겠다고 했다
제가 어제 대구에서 소상공인에게 들었던 신용보증기금 기술보증기금의 중소기업인 소상공인 지원과 경영안정자금 확대 등도 내주에는 시작될 수 있다고 정부가 답변했다
우리 당은 그 중의 상당 부분을 이번 추경에 추가 반영하기로 했다
추경을 내주 초까지 (국회에서) 통과시킨다는 일정 목표를 확인했다
추가 소요 예산이 추경 사안이면 반영하고, 추경 별도 사안이면 별도로 대처해 실현하는 식으로 할 것
일부는 재정, 일부는 금융을 통한 지원책이다. 재정과 관련된 것은 추경에 반영하되 정부 대책에는 재정과 관련되지 않은 분야도 포함될 수 있다
이번 추경에 지역사랑상품권과 일자리안정자금을 포함해 2조6000억원 정도가 580만명에게 상풍권 또는 현금으로 지원된다. 1인당 50만원 정도인 셈
재난기본소득제의 취지가 상당한 정도까지 반영된 것
기존 재정 운용의 틀을 바꾸는 기본소득제를 본격적으로 도입하려면 추경을 통해 시작하는 것보다 본격적으로 논의와 검증을 거쳐 결정하는 게 적절해 보인다
(도입 여지를) 닫아놓진 않았지만 한다면 시행착오 없이 성공적으로 안착해야 하니 그런 것까지 감안할 필요가 있다"
민주당_박원순_광역자치단체,2020-05-03,작년 기준 연 매출 2억원 이하인 자영업자에게 매월 70만원씩 두 달간 현금을 지급하겠다
민주당_박원순_광역자치단체,2020-05-03,"이번 2회 추경안은 융자 지원이나 임대료 감면 같은 간접지원이 아닌, 생계에 실질적으로 도움이 되는 직접적인 현금지원 중심으로 편성하는 데 역점을 뒀다"
민주당_박원순_광역자치단체,2020-05-02,시 지원금 수령자도 국가 지원금을 100% 받을 수 있다
민주당_박원순_광역자치단체,2020-04-25,시민없는 건전재정이 무슨 소용이냐
민주당_박원순_광역자치단체,2020-04-07,"서울시 117만 가구에 30만~50만원을 지급하겠다
전 도민에게 10만원씩 주겠다"
민주당_박원순_광역자치단체,2020-04-03,"정부가 지급하는 긴급재난기금과 서울시가 주기로 한 재난긴급생활비를 둘 다 받을 수 있다
정부와 지자체 분담 비율 8대 2를 기준으로 약 3,500억원에 달하는 추가 재원 마련을 위해 뼈를 깎는 심정으로 특단의 조치를 취하기로 했다"
민주당_박원순_광역자치단체,2020-04-02,"무엇보다 시민의 삶이 먼저라는 생각으로 추가 지원이 가능하도록 결단을 내렸다
정부와 지자체 분담 비율 8대 2를 기준으로 약 3,500억원에 달하는 추가 재원 마련을 위해 뼈를 깎는 심정으로 특단의 조치를 취하기로 했다
정부 긴급재난지원금이 지급되기까지 구체적인 지원 방식 확정과 2차 추경 통과 등 적지 않은 시간이 소요될 것으로 보인다
혹시나 정부 지원을 못 받게 될까 봐 서울형 재난긴급생활비 신청을 미뤄왔던 분들은 먼저 서울시 지원을 받고, 추후에 정부 지원도 신청해서 받길 바란다"
민주당_박원순_광역자치단체,2020-04-02,"3500억 필요 서울시 중요사업 포기할 것
서울시는 긴급재난지원금 지원을 위한 정부 방침에 따라 정부와 지자체 분담 비율 8 대 2를 기준으로 약 3500억원에 달하는 추가 재원 마련을 위해 뼈를 깎는 심정으로 특단의 조치를 취하기로 했다
2차 추경(추가경정예산안)을 통해 코로나19로 인한 시민의 어려움을 덜 재원 마련에 최선을 다하겠다
향후 재정적 어려움이 불 보듯 뻔한 상황
마른 수건을 쥐어짜서라도 방법을 강구하기로 했다
다리 하나를 베어 낸다는 결단도 내리겠다. 서울시가 추진하는 중요 사업도 포기할 것"
민주당_박원순_광역자치단체,2020-04-02,서울시 재정이 굉장히 어렵고 너무나 빠듯하다
민주당_박원순_광역자치단체,2020-04-02,"서울시 재정이 굉장히 어렵고 너무나 빠듯하다
서울시는 긴급재난지원금 지원을 위한 정부 방침에 따라 정부와 지자체 분담 비율 8:2를 기준으로 약 3500억원에 달하는 추가 재원 마련을 위해 뼈를 깎는 심정으로 특단의 조치를 취하기로 했다
2차 추경(추가경정예산안 편성)을 통해 코로나19로 인한 시민의 어려움을 덜 재원 마련에 최선을 다하겠다
향후 재정적 어려움이 불보듯 뻔한 상황
마른수건을 쥐어짜서라도 방법을 강구하기로 했다
다리 하나를 베어 낸다는 결단도 내리겠다. 서울시가 추진하는 중요사업도 포기할 것"
민주당_박원순_광역자치단체,2020-04-02,"정부 긴급재난지원금과 서울시 긴급생활비는 중복 수령이 가능하다
향후 재정적 어려움이 불 보듯 뻔한 상황이지만, 무엇보다 시민의 삶이 먼저라는 생각으로 추가지원이 가능하도록 결단을 내렸다
마른 수건을 쥐어짜서라도 (중복 지원할 수 있는) 방법을 강구하겠다
다리 하나를 베어 낸다는 결단도 내리겠다. 서울시가 추진하고 있는 중요사업도 포기할 것
2일 현재 서울시 해외입국자 관련 확진자는 158명으로, 시 전체 확진자 수의 30%가 넘는다
3일부터 서울 거주 해외입국자들 전원에 대해 진단검사를 하겠다"
민주당_박원순_광역자치단체,2020-03-31,"코로나19로 어려움에 처한 지역경제 타개를 위해 포천시의 가용 재원을 모두 동원해 시민 모두에게 1인당 40만원의 재난기본소득을 지원하는 방안을 확정했다
이번 재난기본소득이 긴 가뭄 끝에 단비 같은 역할을 할 수 있기를 바라며, 모든 가용한 방법을 동원해 코로나19 종식을 위해 최선을 다하겠다"
민주당_박원순_광역자치단체,2020-03-30,"서울시 117만 가구에 30만~50만원을 지급할 것
전 도민에게 10만원씩 주겠다"
민주당_박원순_광역자치단체,2020-03-26,"고통의 시기를 겪는 시민께 보탬이 되고자 재난기본소득을 마련했다
비록 적은 액수지만 시민께 위로가 되고 지역경제가 살아나는 마중물이 되기를 희망한다
어려운 시기 시민들이 새로운 일상을 만들어 가면 중앙정부와 지방정부는 새로운 시대에 맞는 발상을 해야 한다
지금 가장 힘이 되는 정책은 재난기본소득
지방정부의 한정된 재원으로는 코로나19 위기를 극복하는데 한계가 있다
이제는 중앙정부, 문재인 대통령이 결단을 해야 할 때"
민주당_박원순_광역자치단체,2020-03-25,"일용직 노동자, 프리랜서, 문화예술인 또 이달에만 서울에 음식점 1,600여곳이 불황을 이기지 못해 폐업했다
중하위 계층을 모두 포괄해 중위소득 100% 이하 가구에 최대 50만원을 지원하겠다
가장 합리적이고 실질적이며 즉시적인 조치
코로나19로 직간접적 타격을 입은 분들에게 우선적으로 지원하는 것이 더 합리적
서울시로 보면 약 117만 가구이고 보통 1가구당 2.6명 정도의 가구 구성원이 있으니 300만명에게 지급된다고 보면 된다
국민 모두에게 동일한 금액을 주면 좋겠지만, 재원의 한계가 너무나 분명하기 때문
제 입장에선 가용 자원이 얼마나 있는가 고민할 수밖에 없다. 재난기금을 다 써버릴 수는 없다. 여름, 가을 어떤 풍수해가 올지 알 수 없는 상황이고 취득세, 부동산 거래도 끊겼다. 하반기 세수도 큰 어려움이 있을 거라고 보이 때문에 이런 것을 모두 고려한 선택이었다
재난긴급생활비 대책과 별도로 중소 상공인들에 대해선 별도의 신용을 공급하기로 하고 자세한 것은 이따 발표할 계획"
민주당_박원순_광역자치단체,2020-03-18,"이번 정부 추경에서 긴급생활지원이 이뤄지길 간절히 바랬으나 안 됐다
기획재정부가 건전국가재정을 고민하면서 이런 지원을 뺀 것은 이해가 되지 않는 바는 아니지만, 인식에 큰 문제가 있다 본다
GDP 대비 채무비율이 우리는 40%에 불과한데 미국은 100%, 일본은 400%가 넘는다
어마어마하게 채무비율이 높은데도 미국이 결정한 양적완화 규모는 엄청나지 않는가
미증유의 상황에서 국민의 경제 상황이 이렇게 어려운데 국민이 없으면 도대체 무슨 재정이란 말인가
2차 추경의 길은 열어놨으니 거기에 포함되기를 바란다
앞으로 세입은 줄어들 것이고, 감염병 같은 사회적 재난에 재난관리기금을 사용해본 전례가 없어 고민의 문턱이 높았다
균형재정을 유지하느냐, 시민의 삶을 살피느냐 기로에서 서울시는 시민의 삶을 선택했다
시민이 없는 건전재정이 무슨 소용이란 말인가
서울시는 시민이 있기 때문에 존재한다는 철학과 원칙이 바로 저의 소신"
민주당_박원순_광역자치단체,2020-03-18,3271억원을 투입해 기존 복지제도 사각지대에 있는 중위소득 이하 가구에 최대 50만원의 긴급생활비를 지원하겠다
민주당_박원순_광역자치단체,2020-03-18,"기존 지원제도의 사각지대에 놓인 저소득층 근로자, 영세 자영업자, 프리랜서 등이 생계 절벽에 내몰리지 않도록 돕는 실효성 있는 대책이 될 것으로 기대한다"
민주당_박원순_광역자치단체,2020-03-18,"이 조치는 생계 절벽에 직면한 시민들의 고통에 현실적으로 응답하기 위한 대책
우한 코로나로 어려움을 겪는 시민들에 대한 직접 지원, 즉시 지원으로 효과성과 체감도를 높일 것
이번 조치는 정부 추경이나 기존 복지혜택을 받지 못했던 재난사각지대를 촘촘히 메우는 실효성 있는 대책이 될 것
시민의 고통을 줄이기 위한 조치를 계속 마련하겠다"
민주당_박원순_광역자치단체,2020-03-16,4조8000억원 규모의 재난긴급생활비 지원비용을 추경에 포함해야 한다
민주당_박원순_광역자치단체,2020-03-16,"文대통령, 결론 낸 것 아냐  취약계층 지원한 전주 화성 사례 들어 지자체 노력 강조"
민주당_박원순_광역자치단체,2020-03-11,전국 중위소득 이하 가구에 상품권 60만원어치씩을 주는 ‘재난 긴급생활비 지원’ 시행을 정부에 건의했다
민주당_박원순_광역자치단체,2020-03-11,"전국 중위 소득 이하 796만3000여 가구에 재난긴급생활비 60만원을 선불카드나 상품권 형태로 지급할 것을 정부에 건의한다
실행을 위해 4조8000억원이 필요하다"
민주당_박원순_광역자치단체,2020-03-10,"신종 코로나바이러스 감염증(코로나19) 확산으로 피해가 가장 큰 2~3월 소득 보전이 시급하다
월 30만원씩 2개월분 60만원을 지역사랑상품권이나 선불카드로 지원해 현금처럼 쓸 수 있게 하자
가뭄이 심할 때 모든 대지에 골고루 비를 뿌려줘 대지를 적시면 좋겠지만 그렇지 못한 현실에서는 가장 필요한 곳에 물을 대주는 게 필요하다
가장 알뜰히 사용하면서 촘촘히 돌아갈 방법을 강구해야 한다
재난 기본소득 제안은 포퓰리즘이 아니라 리얼리즘
신종 코로나 사태는 IMF 경제위기 때보다 더 심하다는 얘기가 나온다. 대규모 재정 지출은 불가피하다"
광역자치단체_경기도,2020-05-04,"이미 지자체로부터 선 지급받은 경우 가구원 수나 시군에 따라 수령액 규모에 차이가 있을 수 있다
그러나 가구원 수에 관계없이 어떤 경우에도 경기도민은 정부 기준보다 더 많이, 전국에서 가장 많은 금액을 지원받는다"
광역자치단체_경기도,2020-04-29,"재난기본소득 사용 내역을 결제 후 5일 이내에는 통보하도록 해달라
왜 우리는 빨리 사용내역을 알 수 없느냐"
광역자치단체_경기도,2020-04-23,"재난기본소득(재난지원금)을 기부하는 도민들이 계속 늘고 있다
정책 취지에 맞지 않는 대상에게도 돈이 지급될 수 있는 단점이 있기 때문에 ‘자발적 기부’를 통해 해결하는 것이 효과적이라고 생각한다
정부에서 되돌려받은 국민들의 기금과 기부금을 더욱 값지고 체계적으로 운용하겠다는 전제와 그것이 반영된 정책이 있어야 할 것"
광역자치단체_경기도,2020-04-19,주민등록을 기준으로 지급 대상자가 결정되는데 전산상 전체 외국인 현황 파악이 불가능해 대상자 확인 절차가 까다롭다
광역자치단체_경기도,2020-04-17,"코로나19 위기 극복을 위해 정부와 지자체마다 지역화폐나 상품권을 긴급 지원하고 나서면서 이를 재판매해 차익을 노리는 지역화폐 깡(할인매매)을 우려하는 목소리도 나온다
부정유통을 시도하면 관련자는 형사처벌을 받게 되고 부당 이득은 전액환수 조치할 것
재난기본소득, 청년기본소득, 산후조리지원사업 등을 위해 지급하는 지역화폐는 지역상권 활성화와 특히 소상공인에 도움이 된다
그러나 불법적인 할인거래는 관련 사업의 정당성을 훼손하고 정책 불신을 초래하는 만큼 강력하게 대응할 방침"
광역자치단체_경기도,2020-04-17,"코로나19 위기 극복을 위해 정부와 지자체마다 지역화폐나 상품권을 긴급 지원하고 나서면서 이를 재판매해 차익을 노리는 ‘지역화폐 깡’(할인매매)을 우려하는 목소리도 나온다
부정유통을 시도하면 관련자는 형사처벌을 받게 되고 부당 이득은 전액환수 조치할 것"
광역자치단체_경기도,2020-04-15,"주민등록을 기준으로 지급 대상자가 결정된다
주민등록 전산상 전체 외국인 현황 파악하기 불가능해 대상자 확인 절차에 어려움이 있다. 부득이 제외했다"
광역자치단체_경기도,2020-04-14,정부가 재난관리기금 용도규정을 8일만에 개정해 현장에서 신속대응하게 만든 사례가 있다
광역자치단체_경기도,2020-04-14,기본소득의 이념에 맞게 소득과 연령에 관계없이 지급한다
광역자치단체_경기도,2020-04-14,긴급하게 지급하기 위해 주민등록 전산상으로 일률적인 기준을 적용할 수밖에 없다
광역자치단체_경기도,2020-04-10,"선착순이 아니라 모두에게 지급되므로 온라인 신청 기한인 30일까지 여유를 갖고 신청해 달라
본인 인증에서 못 넘어가고 있다
한 시간째 접속이 안 되고 있다
본인 인증 절차에서 3시간째 오류
콜센터는 4시간 이상 같은 말만 반복하고 자동으로 끊어진다
초당 동시 접속 20만명까지는 충분히 처리 가능하도록 설계해 서버 용량은 충분했지만, 신용카드 정보 입력 과정에서 본인 인증을 담당하는 회사의 용량 부족 때문에 접수 처리가 지연됐다"
광역자치단체_경기도,2020-04-09,"주민등록을 기준으로 지급 대상자가 결정되므로, 경기도에 거주하더라도 외국인은 지급 대상이 아니다
주민등록 전산상 전체 외국인 현황을 파악하기 불가능해 대상자 확인 절차에 어려움이 있어 긴급한 재난기본소득 지급을 위해 부득이 제외했다"
광역자치단체_경기도,2020-04-04,"긴급한 상황에서 지급하는 재난지원금에 지나치게 정교함을 요구하는 것은 독이 될 수 있다
소득을 구분해서 지급 대상을 나누는 한 항상 불만이 생길 수밖에 없다"
광역자치단체_경기도,2020-03-30,시장 군수들의 의견을 수렴한 결과 독자 추가 지급을 결정한 시 군 이외에도 도가 재정지원을 한다면 재난기본소득을 추가 도입하겠다는 곳이 많았다
광역자치단체_경기도,2020-03-30,시(市) 차원에서 돈을 더 얹어 주겠다
광역자치단체_경기도,2020-03-29,"경기도에 이어 경기도내 여러 시 군에서 어려운 재정 여건임에도 불구하고 재난기본소득 추가 지급을 추진하고 있다
동참하는 시 군에 대해 인센티브로 특별조정교부금을 지원하는 방안을 검토중"
광역자치단체_경기도,2020-03-27,"다음 주 3차 비상경제회의까지 당정이 신속 과감하게 결단을 내리겠다
다음 주 3차 비상경제회의까지 당정이 신속 과감하게 결단을 내리겠다"
광역자치단체_경기도,2020-03-26,부천시처럼 재난기본소득에 반대하는 시ㆍ군은 빼고 지급하는 방안을 검토하겠다
광역자치단체_경기도,2020-03-26,재난기본소득의 개념을 제대로 파악하지 못하고 있다
광역자치단체_경기도,2020-03-26,"부천시처럼 재난기본소득에 반대하는 시 군은 빼고 지급하는 방안을 검토하겠다
제가 올린 글로 많은 혼란이 발생하고 이렇게 파장이 클 줄 몰랐다
제 의견을 강조하다 보니 장단점에 대한 비교가 생략된 것일 뿐, 재난기본소득 정책 자체가 갖는 의미는 매우 크고 경기도 재난기본소득도 제가 지지하는 정책 중 하나"
광역자치단체_경기도,2020-03-25,전액 도비로 마련한 재원으로 도민 모두에게 지급하겠다는 것인데 기초단체장이 반대한다면 굳이 지원할 이유가 없지 않으냐
광역자치단체_경기도,2020-03-24,"수급 대상자 수가 1000만 명이 넘어 신청 과정에서 사람이 한꺼번에 몰려드는 등의 혼란을 막고자 대책을 마련 중
‘마스크 5부제 방식’ 등을 고려한다"
광역자치단체_경기도,2020-03-23,(정부가 재난기금을 코로나19 사태 극복을 위해 취약계층과 소상공인 지원 등에도 사용할 수 있도록 기금 용도를 확대하기로 했지만) 재난기금만으로는 부족해 일반 재원을 함께 고려해야 하는데 구체적으로 결정된 건 없다
통합당_박형준,2020-04-15,"국민 세금으로 추악한 매표 행위를 하는 것
그런 식이면 자기 당 후보들 다 당선시켜주면 집 한 채 준다고 해야 한다"
통합당_박형준,2020-04-14,"이미 이 정권이 교묘한 관권선거를 계속해왔음을 누차 지적했다
대통령이 이번 선거의 중심에 서서 선거에 영향을 주는 행위를 한 것이 한 두 번이 아니다
정부가 조용하고 신속하게 처리하면 될 일을 총선 하루 앞두고 국민들에게 재난지원금 나눠줄 테니 줄을 서라는 신호를 보내는 것을 도대체 대통령의 선거 개입이 아니다라고 어떻게 말할 수 있느냐
민주화 이후 이렇게 선거에 노골적으로 영향을 주는 행위를 일삼아 불공정한 관권 선거 시비를 자초하는 대통령은 처음 봤다
이인영 더불어민주당 원내대표가 (서울 광진을에 출마한) 고민정 후보를 당선시켜 주면 재난지원금을 나눠준다는 마치 국모(國母) 하사금이라도 되는 듯 공개적 매표 망언을 하더니 대통령도 재난지원금 줄 테니 표 달라는 것 아니느냐"
통합당_박형준,2020-04-14,이렇게 노골적 관권선거 처음
통합당_박형준,2020-04-14,"민주화 이후 이렇게 선거에 노골적으로 영향을 주는 행위를 일삼아 불공정한 관권선거 시비를 자초하는 대통령은 처음 봤다
조용하고 신속하게 처리하면 될 일을 국민에게 재난지원금 나눠줄 테니 줄 서라는 신호를 보낸다
대통령의 선거 개입이 아니라고 어떻게 말할 수 있단 말인가"
통합당_박형준,2020-04-14,"재난지원금은 국모(國母)하사금이 아니다
차라리 그러려면 (고 후보가) 당선되면 국민들에게 집 한 채씩 주는 게 어떠냐"
통합당_박형준,2020-04-14,"재난지원금을 받으려면 (국민이) 표를 팔고 구걸해야 하느냐
재난지원금은 국모(國母) 하사금이 아니다. 국민 세금으로 뭐를 하는 것이냐
이런 발언은 국민 혈세를 이용한 추악한 매표(買票)행위
차라리 그러려면 (민주당 후보가) 모두 당선되면 국민들에게 집 한 채씩 주는 게 어떠냐"
통합당_박형준,2020-04-14,"차라리 그러려면 (고 후보가) 당선되면 국민들에게 집 한 채씩 주는 게 어떠냐
'룸살롱 골든벨'이라는 표현 때문에 당이 취소했다"
통합당_박형준,2020-04-14,"재난지원금, 국모(國母) 하사금이냐"
통합당_박형준,2020-04-14,"국민 혈세를 이용한 추악한 매표행위
이 원내대표의 발언은 역대급 망언
재난지원금을 받으려면 표를 팔고 구걸해야 하는 것이냐. 재난지원금이 '국모 하사금'이 아니잖느냐
선거 당선에 국민 세금을 거는 것이잖느냐
이런 것들을 용인한다면, 차라리 모두 당선되면 국민에게 집 한 채씩 주는 게 어떻겠냐
코로나 재난을 교묘하게 관권선거로 이용하려는 행동에 대해 국민들이 엄정하게 평가해주셔야 한다"
통합당_박형준,2020-04-14,"이런 추세로 가면 개헌 저지선(100석)도 위태롭다는 게 저희의 솔직한 말씀
이 나라의 민주주의를 지킬 힘을 달라"
통합당_박형준,2020-04-08,기존 예산을 늘리지 않는 범위 내에서 하자는 것
통합당_박형준,2020-04-06,"기회, 과정, 결과 어느 하나도 ‘공정’에 맞지 않는 일들을 조국 사태를 통해서 본 것"
통합당_박형준,2020-04-06,"총선을 앞두고 돈 풀기로 표를 구걸하는 것
만일 줘야 하겠다면 국민들을 편가르지 말고 다 주는 것이 차라리 낫다
우파의 철학을 생각한다면 정부의 '재정건전성' 문제를 짚어야 한다
정부 여당이 지원금을 주겠다고 하는데, 야당이 굳이 나서서 막을 필요가 있느냐"
